,Stars,Text,stopwords,punctuation,numerics,upper,word_count,char_count,avg_word,polarity,subjectivity
30,5, place tap water serum love stuff doesn anything bad right apply serum want mineral face love ingredient drawn skin instead plain tap water face spray give found that good shell ridiculous star,28,5,1,4,33,193,5.0,0.10544217687074833,0.6227891156462585
31,5, nice perfume skin feel fresh renovate,4,1,0,0,7,38,5.3,0.44999999999999996,0.75
32,5, water hydra spray give found safe ingredient best microcurrent device water spray give look dangerous carcinogen everyone need learn dangerous chemical put or skin stop buying one able control company stop make government doesn care please educate or serf follow penny smith couture u need help learn that learn safe purchase work listen or get use microcurrent device u much,45,11,0,2,61,376,5.3,0.21428571428571427,0.5607142857142857
33,5, perfect refresh face,0,0,0,0,4,21,6.0,1.0,1.0
34,5, like rich definitely recommend thermal like rich definitely recommend thermal water anyone dry skin problem,9,4,0,4,16,108,6.2,0.13666666666666666,0.62
35,5, cool fresh rich generalize thermal water rich mineral excellent dry sensitive skin hot flush hot summer day shower spray body fine mist face highly recommend keep skin cool fresh grm,20,6,1,0,31,183,5.1,0.32,0.6953846153846153
36,5, dry skin fortify useful hydrate dry skin spirit leave great make wonderful your hot real must,9,6,0,0,17,94,4.9,0.3452380952380953,0.5857142857142857
37,5, five star nice refresh,0,1,0,0,5,23,4.7,0.6,1.0
38,5, five star good productthanks lot,1,1,0,0,6,33,5.6,0.7,0.6000000000000001
39,5, five star really good service fast delivery work treat hot day travel day,7,2,0,0,14,74,4.7,0.3833333333333333,0.6833333333333335
40,5, good value refresh every time,0,0,0,0,6,30,5.0,0.7,0.6000000000000001
41,5, love love,2,0,0,0,3,10,4.0,0.5,0.6
42,1, defective prayer stop spray correctly half still left bottle spray stream diffuse stop spray entirely quarter left bottle seem defective,16,5,0,0,21,137,5.8,-0.041666666666666664,0.19791666666666666
43,5, good picture,4,0,0,0,3,13,5.5,0.7,0.6000000000000001
44,5, refresh keep bottle nightstand spray every night morning refresh scent,11,2,0,1,11,71,6.1,0.0,0.0
45,5, oh good water fresh water oh good good hot summer day,7,4,0,0,12,54,3.9,0.53,0.6300000000000001
46,5, good good,3,0,0,0,3,10,4.0,0.7,0.6000000000000001
47,5, great hot flash hot day game change get hot flash even walk around really hot day spray face you feel refresh instantly add little portable fan mix like carry around mind ac carry one travel size spray rechargeable fan everywhere go bomb,31,6,0,3,43,238,4.7,0.1515625,0.7145833333333335
48,3, refresh skin refresh skin in sure actually moisturizes,4,2,0,0,9,55,5.9,0.25,0.4944444444444444
49,5, french mineral water best great french tradition set make refresh though day forget rich fine brand wet make brush use favorite eyeliner cake eyeliner wonderful,19,8,0,1,26,161,5.4,0.4435185185185185,0.5222222222222221
50,5, face love would love refrigerator size aerosol lifetime supply spray rejuvenate stress relieve hydrate cool potent refresh drink skin thank love love,17,12,0,1,23,150,5.8,0.47500000000000003,0.5916666666666667
51,2, disadvantage rich spray heavily make face wet totally wash face,8,3,0,0,11,64,5.4,0.018749999999999996,0.6
52,5, bit overprice regular thermal water,0,1,0,1,6,36,6.2,0.0,0.07692307692307693
53,5, five star love stuff,1,1,0,0,5,21,4.2,0.5,0.6
54,5, five star love rich much well avenue,1,1,0,0,8,37,4.3,0.35833333333333334,0.5166666666666667
55,1, poor use several time stop spray water inside prayer broke poor quality,6,2,0,2,13,72,5.0,-0.26666666666666666,0.39999999999999997
56,5, amaze give experienced really good skin use mist skin care routine rendomly throughout day hydrate know really help anything hydration feel refreshingalso speedy delivery get good quality seller amazon every order,19,8,0,1,32,214,5.9,0.6,0.575
57,4, four star water nothing special,1,4,0,0,6,32,5.4,0.35714285714285715,0.5714285714285714
58,5, great great wife love us hydrate refresh skin help skin calm irritated,9,8,0,0,13,71,4.9,0.6000000000000001,0.7125
59,5, well brother think truly immediate effect dry skin use,6,1,0,2,10,55,5.1,-0.06666666666666665,0.6
60,2, two star sure qualityseeing effect,3,2,0,0,6,35,6.0,0.5,0.8888888888888888
61,5, love get tipsy bag free love thermal spray day purse love,14,3,0,2,12,58,4.3,0.475,0.65
62,4, apply moisturizer go apply moisturizer go really smooth extra hydration help oh yes soothe acne flare up welldont expect replace backwash moisturizer meant use face mist,27,12,0,0,27,170,5.5,0.2,0.3
63,5, best tone ever soothe calm skin super sensitive oily skin spray onto face twice thrice day doesn irritate skin make skin glow,13,8,0,2,23,126,4.7,0.43333333333333335,0.6541666666666667
64,3, good productvery poor container waste like two purchase container fully empty ton left need change container air pressure go happen twice thought possibly first luke happen ask make toothpaste type containeragain ton left container way get ask change container toothpaste back original format rich in go request refund,55,23,0,5,49,319,5.6,0.09999999999999999,0.3533333333333334
65,5, five star love freshness moist feel skin feel hydrate,2,2,0,0,10,54,5.0,0.5,0.6
66,1, coster high cost,0,0,0,0,4,17,4.7,0.16,0.5399999999999999
67,5, love like tone love right wash face right apply moisturizer help tight itchy feel use wash face issue go love love love,17,8,0,3,23,120,4.5,0.3616071428571428,0.5446428571428571
68,5, beauty regime love thermal water spray face apply rosehip oil absorb well well tap water delicate area one rich great natural take add fragrance,21,6,0,3,25,145,5.0,0.29500000000000004,0.6799999999999999
69,4, feel soon refresh in addict yes giggler saw online say water well face look feel hydrate keep bedside lamp table day order large side back,11,8,2,4,26,139,4.6,0.10714285714285714,0.21428571428571427
70,5, really good love,1,0,0,1,4,17,4.7,0.6,0.6000000000000001
71,5, fountain youth change face first time use saw good result,5,2,0,1,11,58,4.8,0.475,0.4666666666666667
72,5, good it,0,2,0,0,3,8,3.0,0.7,0.6000000000000001
73,5, remineralizing water really like whole line discover water spray feel amaze doesn refresh need skin tone facial cream use refresh day highly recommend really love,18,9,0,5,26,163,5.5,0.21200000000000002,0.34800000000000003
74,3, ok feel good spray use damper make slender that,6,4,0,1,10,48,4.3,0.6,0.55
75,3, refresh benefit bought base review read popular give use regular nothing aside little refresh wont buying,17,4,0,2,17,106,5.6,-0.09687500000000002,0.6192307692307693
76,5, good good fast delivery,1,0,0,0,5,24,5.0,0.5333333333333333,0.6000000000000001
77,5, great beauty must love spray living dry climate help face keep dry put moisturizer spirit time day especially dry hot,19,5,0,1,21,118,4.9,0.2138888888888889,0.7333333333333334
78,4, love feel thermal water fantastic make face feel refresh daytime day,5,3,0,0,12,69,5.3,0.45,0.75
79,5, five star wonderfully refresh,0,1,0,1,5,30,6.5,1.0,1.0
80,5, dewy look without grease love another rich use twice day everyday couple day face feel amaze feel hydrate without greasy skin look dewy recommend anyone want light moisture without grease,20,4,0,4,31,188,5.3,0.26875000000000004,0.6625000000000001
81,5, five star dry soothe easy use would recommend highly,2,4,0,0,10,53,4.9,0.17555555555555558,0.6577777777777777
82,4, four star good,0,0,0,1,4,15,4.0,0.7,0.6000000000000001
83,5, feel great obsess idea actually anything feel great,12,4,0,0,9,52,5.5,0.5333333333333333,0.5333333333333333
84,4, four star salt probably good thing imperfection face,9,1,0,0,9,53,5.6,0.7,0.6000000000000001
85,5, five star good,0,0,0,0,4,15,4.0,0.7,0.6000000000000001
86,5, like use make remove start use travel europe come back u want stick wipe make instead anything else feel refresh gentle face clean dry like use make remove,34,7,0,4,29,156,4.6,0.125,0.525
87,3, la rise avenue time see work well year use nothing special give purchase different water spray rich la rise caudalie grape water avenue time see work well year use prefer avenue,26,11,0,1,32,178,4.7,0.24404761904761907,0.6404761904761904
88,4, four star good condition,0,0,0,0,5,25,5.2,0.7,0.6000000000000001
89,3, wouldn recommend moisturise dry skin wouldn recommend,5,1,0,2,8,54,6.7,-0.06666666666666665,0.6
90,3, three star sure bottle completely fill specify amount,4,1,0,0,9,54,5.7,0.3,0.6444444444444444
91,5, love fresh feel face honest know work fresh sensation make face feel every time simply love specially summer time addict thermal water,16,16,0,5,23,135,5.1,0.42619047619047623,0.611904761904762
92,3, good u get week ago one use thing suppose sell country foreign language body know whether fine u,29,4,0,5,19,97,4.4,0.33055555555555555,0.4083333333333334
93,5, five star refresh,0,3,0,0,4,18,5.0,0.0,0.0
94,5, five star wife like,2,0,0,0,5,20,4.0,0.0,0.0
95,5, let car get hot effect love make face hydrate bag let car get hot effect love hydrate nice face every time foot,37,5,0,1,23,112,4.1,0.42000000000000004,0.78
96,1, overprice market price,3,2,1,0,4,23,6.7,0.0,0.0
97,5, one definitely well actually must can live without try different band one definitely well go face dream well hydration easy application love,14,9,0,1,23,141,5.4,0.15281385281385282,0.5190476190476191
98,5, rich vow always love want sure get india star amazon bring india,14,4,0,2,13,65,4.4,0.4583333333333333,0.7462962962962963
99,1, much ok water use whole thing well jacob oil nothing different,13,1,0,0,12,63,4.7,0.2333333333333333,0.5
